0.76473,-0.47111,1
1.1461,-0.049218,1
0.69416,-0.62558,1
1.3762,-0.10705,1
0.82989,0.39321,1
0.99866,-0.36764,1
0.79991,-0.049989,1
0.67933,-0.10291,1
0.89023,-0.070322,1
0.68948,-0.029178,1
0.8132,0.2755,1
0.86882,-0.46472,1
0.82465,-0.31359,1
0.85126,0.22898,1
0.97338,-0.29084,1
1.1515,-0.20822,1
0.86719,-0.18573,1
0.89735,-0.09257,1
0.88637,0.55025,1
0.82526,-0.42478,1
1.1265,-0.62952,1
0.99773,0.56467,1
1.0394,0.2086,1
0.81857,-0.30085,1
1.5953,0.17465,1
1.2787,-1.0273,1
1.2113,0.2749,1
0.96429,0.56546,1
1.1115,0.25239,1
0.97926,0.41812,1
1.1765,0.5178,1
0.75547,-0.25962,1
0.58414,-0.45822,1
1.3486,0.024601,1
0.45647,0.568,1
1.3499,0.081018,1
0.96576,-0.15646,1
0.88943,0.013811,1
1.2961,0.068233,1
0.77424,-0.25339,1
1.2342,-0.048979,1
1.2923,0.25322,1
1.0169,-0.16742,1
0.73044,-0.13804,1
1.0765,-0.39826,1
1.1757,0.36006,1
0.77171,0.18288,1
0.43817,-0.63397,1
0.94678,0.36534,1
1.0501,-0.37132,1
0.93712,0.31394,1
1.2377,0.10393,1
1.1027,0.34359,1
0.45982,-0.33667,1
0.69616,0.011628,1
1.0236,-0.13092,1
1.3327,-0.046458,1
0.66981,-0.36516,1
1.0328,-0.0060788,1
0.94642,0.30916,1
1.1829,-0.053207,1
1.1501,0.23215,1
1.2521,-0.051294,1
1.1067,-0.078952,1
0.72657,-0.0025638,1
0.50041,-0.035125,1
0.84881,0.17653,1
1.2155,-0.016218,1
1.4509,0.00021712,1
1.4337,0.053566,1
1.1637,0.047394,1
1.029,-0.014721,1
0.71545,0.34582,1
1.0389,0.027391,1
0.9575,0.49226,1
1.7359,0.10158,1
0.61054,0.023005,1
0.77863,0.37482,1
0.41442,-0.097409,1
0.79144,-0.60452,1
1.3365,0.66452,1
0.69487,0.5931,1
1.6441,0.63514,1
0.8814,0.10608,1
0.62981,-0.42449,1
0.70385,-0.28573,1
0.62683,-0.53783,1
0.54231,-0.63189,1
0.79104,0.26691,1
1.1883,-0.28365,1
1.1484,0.32751,1
0.93725,-0.17321,1
0.32665,0.17391,1
1.0089,0.31914,1
1.0647,0.084453,1
1.3026,0.29197,1
1.2102,0.15008,1
0.3676,-0.43209,1
0.74144,0.30523,1
1.287,0.16104,1
0.24352,-0.062996,1
0.8784,-0.05748,1
0.8672,0.32514,1
0.69649,-0.10206,1
0.79927,-0.365,1
0.61744,0.40517,1
0.66823,-0.35253,1
0.56931,0.3377,1
0.98108,0.031216,1
1.0182,0.20887,1
0.79924,0.46526,1
1.063,0.60907,1
0.82958,-0.14228,1
1.5287,0.030484,1
1.5132,0.090634,1
0.87623,-0.22647,1
0.83267,-0.12536,1
0.86472,-0.23329,1
0.962,-0.04706,1
0.78882,-0.21347,1
1.3198,0.6215,1
0.63692,-0.45884,1
0.67478,-0.037528,1
1.0769,-0.14147,1
0.88889,-0.030126,1
